date,country,cases,deaths,popData2019,continentExp
2020-02-15,Kosovo,0.0,0.0,1798506.0,Europe
2020-02-15,Kuwait,0.0,0.0,4207077.0,Asia
2020-02-15,Kyrgyzstan,0.0,0.0,6415851.0,Asia
2020-02-15,Laos,0.0,0.0,7169456.0,Asia
2020-02-15,Latvia,0.0,0.0,1919968.0,Europe
2020-02-15,Lebanon,0.0,0.0,6855709.0,Asia
2020-02-15,Lesotho,0.0,0.0,2125267.0,Africa
2020-02-15,Liberia,0.0,0.0,4937374.0,Africa
2020-02-15,Libya,0.0,0.0,6777453.0,Africa
2020-02-15,Liechtenstein,0.0,0.0,38378.0,Europe
2020-02-15,Lithuania,0.0,0.0,2794184.0,Europe
2020-02-15,Luxembourg,0.0,0.0,613894.0,Europe
2020-02-15,Madagascar,0.0,0.0,26969306.0,Africa
2020-02-15,Malawi,0.0,0.0,18628749.0,Africa
2020-02-15,Malaysia,2.0,0.0,31949789.0,Asia
2020-02-15,Maldives,0.0,0.0,530957.0,Asia
2020-02-15,Mali,0.0,0.0,19658023.0,Africa
2020-02-15,Malta,0.0,0.0,493559.0,Europe
2020-02-15,Marshall Islands,0.0,0.0,58791.0,Oceania
2020-02-15,Mauritania,0.0,0.0,4525698.0,Africa
2020-02-15,Mauritius,0.0,0.0,1269670.0,Africa
2020-02-15,Mexico,0.0,0.0,127575529.0,America
2020-02-15,Moldova,0.0,0.0,4043258.0,Europe
2020-02-15,Monaco,0.0,0.0,33085.0,Europe
2020-02-15,Mongolia,0.0,0.0,3225166.0,Asia
2020-02-15,Montenegro,0.0,0.0,622182.0,Europe
2020-02-15,Montserrat,0.0,0.0,4991.0,America
2020-02-15,Morocco,0.0,0.0,36471766.0,Africa
2020-02-15,Mozambique,0.0,0.0,30366043.0,Africa
2020-02-15,Myanmar,0.0,0.0,54045422.0,Asia
2020-02-15,Namibia,0.0,0.0,2494524.0,Africa
2020-02-15,Nepal,0.0,0.0,28608715.0,Asia
2020-02-15,Netherlands,0.0,0.0,17282163.0,Europe
2020-02-15,New Caledonia,0.0,0.0,282757.0,Oceania
2020-02-15,New Zealand,0.0,0.0,4783062.0,Oceania
2020-02-15,Nicaragua,0.0,0.0,6545503.0,America
2020-02-15,Niger,0.0,0.0,23310719.0,Africa
2020-02-15,Nigeria,0.0,0.0,200963603.0,Africa
2020-02-15,North Macedonia,0.0,0.0,2077132.0,Europe
2020-02-15,Northern Mariana Islands,0.0,0.0,57213.0,Oceania
2020-02-15,Norway,0.0,0.0,5328212.0,Europe
2020-02-15,Oman,0.0,0.0,4974992.0,Asia
2020-02-15,Pakistan,0.0,0.0,216565317.0,Asia
2020-02-15,Palestine,0.0,0.0,4981422.0,Asia
2020-02-15,Panama,0.0,0.0,4246440.0,America
2020-02-15,Papua New Guinea,0.0,0.0,8776119.0,Oceania
2020-02-15,Paraguay,0.0,0.0,7044639.0,America
2020-02-15,Peru,0.0,0.0,32510462.0,America
2020-02-15,Philippines,0.0,0.0,108116622.0,Asia
2020-02-15,Poland,0.0,0.0,37972812.0,Europe
2020-02-15,Portugal,0.0,0.0,10276617.0,Europe
2020-02-15,Puerto Rico,0.0,0.0,2933404.0,America
2020-02-15,Qatar,0.0,0.0,2832071.0,Asia
2020-02-15,Romania,0.0,0.0,19414458.0,Europe
2020-02-15,Russia,0.0,0.0,145872260.0,Europe
2020-02-15,Rwanda,0.0,0.0,12626938.0,Africa
2020-02-15,Saint Kitts and Nevis,0.0,0.0,52834.0,America
2020-02-15,Saint Lucia,0.0,0.0,182795.0,America
2020-02-15,Saint Vincent and the Grenadines,0.0,0.0,110593.0,America
2020-02-15,San Marino,0.0,0.0,34453.0,Europe
2020-02-15,Sao Tome and Principe,0.0,0.0,215048.0,Africa
2020-02-15,Saudi Arabia,0.0,0.0,34268529.0,Asia
2020-02-15,Senegal,0.0,0.0,16296362.0,Africa
2020-02-15,Serbia,0.0,0.0,6963764.0,Europe
2020-02-15,Seychelles,0.0,0.0,97741.0,Africa
2020-02-15,Sierra Leone,0.0,0.0,7813207.0,Africa
2020-02-15,Singapore,9.0,0.0,5804343.0,Asia
2020-02-15,Sint Maarten,0.0,0.0,42389.0,America
2020-02-15,Slovakia,0.0,0.0,5450421.0,Europe
2020-02-15,Slovenia,0.0,0.0,2080908.0,Europe
2020-02-15,Solomon Islands,0.0,0.0,669821.0,Oceania
2020-02-15,Somalia,0.0,0.0,15442906.0,Africa
2020-02-15,South Africa,0.0,0.0,58558267.0,Africa
2020-02-15,South Korea,0.0,0.0,51225321.0,Asia
2020-02-15,South Sudan,0.0,0.0,11062114.0,Africa
2020-02-15,Spain,0.0,0.0,46937060.0,Europe
2020-02-15,Sri Lanka,0.0,0.0,21323734.0,Asia
2020-02-15,Sudan,0.0,0.0,42813237.0,Africa
2020-02-15,Suriname,0.0,0.0,581363.0,America
2020-02-15,Sweden,0.0,0.0,10230185.0,Europe
2020-02-15,Switzerland,0.0,0.0,8544527.0,Europe
2020-02-15,Syria,0.0,0.0,17070132.0,Asia
2020-02-15,Taiwan,0.0,0.0,23773881.0,Asia
2020-02-15,Tajikistan,0.0,0.0,9321023.0,Asia
2020-02-15,Thailand,1.0,0.0,69625581.0,Asia
2020-02-15,Timor Leste,0.0,0.0,1293120.0,Asia
2020-02-15,Togo,0.0,0.0,8082359.0,Africa
2020-02-15,Trinidad and Tobago,0.0,0.0,1394969.0,America
2020-02-15,Tunisia,0.0,0.0,11694721.0,Africa
2020-02-15,Turkey,0.0,0.0,82003882.0,Europe
2020-02-15,Turks and Caicos islands,0.0,0.0,38194.0,America
2020-02-15,Uganda,0.0,0.0,44269587.0,Africa
2020-02-15,Ukraine,0.0,0.0,43993643.0,Europe
2020-02-15,United Arab Emirates,0.0,0.0,9770526.0,Asia
2020-02-15,United Kingdom,0.0,0.0,66647112.0,Europe
2020-02-15,United Republic of Tanzania,0.0,0.0,58005461.0,Africa
2020-02-15,United States,0.0,0.0,329064917.0,America
2020-02-15,United States Virgin Islands,0.0,0.0,104579.0,America
2020-02-15,Uruguay,0.0,0.0,3461731.0,America
2020-02-15,Uzbekistan,0.0,0.0,32981715.0,Asia
2020-02-15,Vanuatu,0.0,0.0,299882.0,Oceania
2020-02-15,Venezuela,0.0,0.0,28515829.0,America
2020-02-15,Vietnam,0.0,0.0,96462108.0,Asia
2020-02-15,Western Sahara,0.0,0.0,582458.0,Africa
2020-02-15,Yemen,0.0,0.0,29161922.0,Asia
2020-02-15,Zambia,0.0,0.0,17861034.0,Africa
2020-02-15,Zimbabwe,0.0,0.0,14645473.0,Africa
2020-02-16,Afghanistan,0.0,0.0,38041757.0,Asia
2020-02-16,Albania,0.0,0.0,2862427.0,Europe
2020-02-16,Algeria,0.0,0.0,43053054.0,Africa
2020-02-16,Andorra,0.0,0.0,76177.0,Europe
2020-02-16,Angola,0.0,0.0,31825299.0,Africa
2020-02-16,Anguilla,0.0,0.0,14872.0,America
2020-02-16,Antigua and Barbuda,0.0,0.0,97115.0,America
2020-02-16,Argentina,0.0,0.0,44780675.0,America
2020-02-16,Armenia,0.0,0.0,2957728.0,Europe
2020-02-16,Aruba,0.0,0.0,106310.0,America
2020-02-16,Australia,0.0,0.0,25203200.0,Oceania
2020-02-16,Austria,0.0,0.0,8858775.0,Europe
2020-02-16,Azerbaijan,0.0,0.0,10047719.0,Europe
2020-02-16,Bahamas,0.0,0.0,389486.0,America
2020-02-16,Bahrain,0.0,0.0,1641164.0,Asia
2020-02-16,Bangladesh,0.0,0.0,163046173.0,Asia
2020-02-16,Barbados,0.0,0.0,287021.0,America
2020-02-16,Belarus,0.0,0.0,9452409.0,Europe
2020-02-16,Belgium,0.0,0.0,11455519.0,Europe
2020-02-16,Belize,0.0,0.0,390351.0,America
2020-02-16,Benin,0.0,0.0,11801151.0,Africa
2020-02-16,Bermuda,0.0,0.0,62508.0,America
2020-02-16,Bhutan,0.0,0.0,763094.0,Asia
2020-02-16,Bolivia,0.0,0.0,11513102.0,America
2020-02-16,"Bonaire, Saint Eustatius and Saba",0.0,0.0,25983.0,America
2020-02-16,Bosnia and Herzegovina,0.0,0.0,3300998.0,Europe
2020-02-16,Botswana,0.0,0.0,2303703.0,Africa
2020-02-16,Brazil,0.0,0.0,211049519.0,America
2020-02-16,British Virgin Islands,0.0,0.0,30033.0,America
2020-02-16,Brunei Darussalam,0.0,0.0,433296.0,Asia
2020-02-16,Bulgaria,0.0,0.0,7000039.0,Europe
2020-02-16,Burkina Faso,0.0,0.0,20321383.0,Africa
2020-02-16,Burundi,0.0,0.0,11530577.0,Africa
2020-02-16,Cambodia,0.0,0.0,16486542.0,Asia
2020-02-16,Cameroon,0.0,0.0,25876387.0,Africa
2020-02-16,Canada,0.0,0.0,37411038.0,America
2020-02-16,Cape Verde,0.0,0.0,549936.0,Africa
2020-02-16,Cayman Islands,0.0,0.0,64948.0,America
2020-02-16,Central African Republic,0.0,0.0,4745179.0,Africa
2020-02-16,Chad,0.0,0.0,15946882.0,Africa
2020-02-16,Chile,0.0,0.0,18952035.0,America
2020-02-16,China,2007.0,142.0,1433783692.0,Asia
2020-02-16,Colombia,0.0,0.0,50339443.0,America
2020-02-16,Comoros,0.0,0.0,850891.0,Africa
2020-02-16,Congo,0.0,0.0,5380504.0,Africa
2020-02-16,Costa Rica,0.0,0.0,5047561.0,America
2020-02-16,Cote dIvoire,0.0,0.0,25716554.0,Africa
2020-02-16,Croatia,0.0,0.0,4076246.0,Europe
2020-02-16,Cuba,0.0,0.0,11333484.0,America
2020-02-16,Curaçao,0.0,0.0,163423.0,America
2020-02-16,Cyprus,0.0,0.0,875899.0,Europe
2020-02-16,Czechia,0.0,0.0,10649800.0,Europe
2020-02-16,Democratic Republic of the Congo,0.0,0.0,86790568.0,Africa
2020-02-16,Denmark,0.0,0.0,5806081.0,Europe
2020-02-16,Djibouti,0.0,0.0,973557.0,Africa
2020-02-16,Dominica,0.0,0.0,71808.0,America
2020-02-16,Dominican Republic,0.0,0.0,10738957.0,America
2020-02-16,Ecuador,0.0,0.0,17373657.0,America
2020-02-16,Egypt,0.0,0.0,100388076.0,Africa
2020-02-16,El Salvador,0.0,0.0,6453550.0,America
2020-02-16,Equatorial Guinea,0.0,0.0,1355982.0,Africa
2020-02-16,Eritrea,0.0,0.0,3497117.0,Africa
2020-02-16,Estonia,0.0,0.0,1324820.0,Europe
2020-02-16,Eswatini,0.0,0.0,1148133.0,Africa
2020-02-16,Ethiopia,0.0,0.0,112078727.0,Africa
2020-02-16,Falkland Islands,0.0,0.0,3372.0,America
2020-02-16,Faroe Islands,0.0,0.0,48677.0,Europe
2020-02-16,Fiji,0.0,0.0,889955.0,Oceania
2020-02-16,Finland,0.0,0.0,5517919.0,Europe
2020-02-16,France,0.0,0.0,67012883.0,Europe
2020-02-16,French Polynesia,0.0,0.0,279285.0,Oceania
2020-02-16,Gabon,0.0,0.0,2172578.0,Africa
2020-02-16,Gambia,0.0,0.0,2347696.0,Africa
2020-02-16,Georgia,0.0,0.0,3996762.0,Europe
2020-02-16,Germany,0.0,0.0,83019213.0,Europe
2020-02-16,Ghana,0.0,0.0,30417858.0,Africa
2020-02-16,Gibraltar,0.0,0.0,33706.0,Europe
2020-02-16,Greece,0.0,0.0,10724599.0,Europe
2020-02-16,Greenland,0.0,0.0,56660.0,America
2020-02-16,Grenada,0.0,0.0,112002.0,America
2020-02-16,Guam,0.0,0.0,167295.0,Oceania
2020-02-16,Guatemala,0.0,0.0,17581476.0,America
2020-02-16,Guernsey,0.0,0.0,64468.0,Europe
2020-02-16,Guinea,0.0,0.0,12771246.0,Africa
2020-02-16,Guinea Bissau,0.0,0.0,1920917.0,Africa
2020-02-16,Guyana,0.0,0.0,782775.0,America
2020-02-16,Haiti,0.0,0.0,11263079.0,America
2020-02-16,Holy See,0.0,0.0,815.0,Europe
2020-02-16,Honduras,0.0,0.0,9746115.0,America
2020-02-16,Hungary,0.0,0.0,9772756.0,Europe
2020-02-16,Iceland,0.0,0.0,356991.0,Europe
2020-02-16,India,0.0,0.0,1366417756.0,Asia
2020-02-16,Indonesia,0.0,0.0,270625567.0,Asia
2020-02-16,Iran,0.0,0.0,82913893.0,Asia
2020-02-16,Iraq,0.0,0.0,39309789.0,Asia
2020-02-16,Ireland,0.0,0.0,4904240.0,Europe
2020-02-16,Isle of Man,0.0,0.0,84589.0,Europe
2020-02-16,Israel,0.0,0.0,8519373.0,Asia
2020-02-16,Italy,0.0,0.0,60359546.0,Europe
2020-02-16,Jamaica,0.0,0.0,2948277.0,America
2020-02-16,Japan,14.0,0.0,126860299.0,Asia
2020-02-16,Jersey,0.0,0.0,107796.0,Europe
2020-02-16,Jordan,0.0,0.0,10101697.0,Asia
2020-02-16,Kazakhstan,0.0,0.0,18551428.0,Asia
2020-02-16,Kenya,0.0,0.0,52573967.0,Africa
2020-02-16,Kosovo,0.0,0.0,1798506.0,Europe
2020-02-16,Kuwait,0.0,0.0,4207077.0,Asia
2020-02-16,Kyrgyzstan,0.0,0.0,6415851.0,Asia
2020-02-16,Laos,0.0,0.0,7169456.0,Asia
2020-02-16,Latvia,0.0,0.0,1919968.0,Europe
2020-02-16,Lebanon,0.0,0.0,6855709.0,Asia
2020-02-16,Lesotho,0.0,0.0,2125267.0,Africa
2020-02-16,Liberia,0.0,0.0,4937374.0,Africa
2020-02-16,Libya,0.0,0.0,6777453.0,Africa
2020-02-16,Liechtenstein,0.0,0.0,38378.0,Europe
2020-02-16,Lithuania,0.0,0.0,2794184.0,Europe
2020-02-16,Luxembourg,0.0,0.0,613894.0,Europe
2020-02-16,Madagascar,0.0,0.0,26969306.0,Africa
2020-02-16,Malawi,0.0,0.0,18628749.0,Africa
2020-02-16,Malaysia,1.0,0.0,31949789.0,Asia
2020-02-16,Maldives,0.0,0.0,530957.0,Asia
2020-02-16,Mali,0.0,0.0,19658023.0,Africa
2020-02-16,Malta,0.0,0.0,493559.0,Europe
2020-02-16,Marshall Islands,0.0,0.0,58791.0,Oceania
2020-02-16,Mauritania,0.0,0.0,4525698.0,Africa
2020-02-16,Mauritius,0.0,0.0,1269670.0,Africa
2020-02-16,Mexico,0.0,0.0,127575529.0,America
2020-02-16,Moldova,0.0,0.0,4043258.0,Europe
2020-02-16,Monaco,0.0,0.0,33085.0,Europe
2020-02-16,Mongolia,0.0,0.0,3225166.0,Asia
2020-02-16,Montenegro,0.0,0.0,622182.0,Europe
2020-02-16,Montserrat,0.0,0.0,4991.0,America
2020-02-16,Morocco,0.0,0.0,36471766.0,Africa
2020-02-16,Mozambique,0.0,0.0,30366043.0,Africa
2020-02-16,Myanmar,0.0,0.0,54045422.0,Asia
2020-02-16,Namibia,0.0,0.0,2494524.0,Africa
2020-02-16,Nepal,0.0,0.0,28608715.0,Asia
2020-02-16,Netherlands,0.0,0.0,17282163.0,Europe
2020-02-16,New Caledonia,0.0,0.0,282757.0,Oceania
2020-02-16,New Zealand,0.0,0.0,4783062.0,Oceania
2020-02-16,Nicaragua,0.0,0.0,6545503.0,America
2020-02-16,Niger,0.0,0.0,23310719.0,Africa
2020-02-16,Nigeria,0.0,0.0,200963603.0,Africa
2020-02-16,North Macedonia,0.0,0.0,2077132.0,Europe
2020-02-16,Northern Mariana Islands,0.0,0.0,57213.0,Oceania
2020-02-16,Norway,0.0,0.0,5328212.0,Europe
2020-02-16,Oman,0.0,0.0,4974992.0,Asia
2020-02-16,Pakistan,0.0,0.0,216565317.0,Asia
2020-02-16,Palestine,0.0,0.0,4981422.0,Asia
2020-02-16,Panama,0.0,0.0,4246440.0,America
2020-02-16,Papua New Guinea,0.0,0.0,8776119.0,Oceania
2020-02-16,Paraguay,0.0,0.0,7044639.0,America
2020-02-16,Peru,0.0,0.0,32510462.0,America
2020-02-16,Philippines,0.0,0.0,108116622.0,Asia
2020-02-16,Poland,0.0,0.0,37972812.0,Europe
2020-02-16,Portugal,0.0,0.0,10276617.0,Europe
2020-02-16,Puerto Rico,0.0,0.0,2933404.0,America
2020-02-16,Qatar,0.0,0.0,2832071.0,Asia
2020-02-16,Romania,0.0,0.0,19414458.0,Europe
2020-02-16,Russia,0.0,0.0,145872260.0,Europe
2020-02-16,Rwanda,0.0,0.0,12626938.0,Africa
2020-02-16,Saint Kitts and Nevis,0.0,0.0,52834.0,America
2020-02-16,Saint Lucia,0.0,0.0,182795.0,America
2020-02-16,Saint Vincent and the Grenadines,0.0,0.0,110593.0,America
2020-02-16,San Marino,0.0,0.0,34453.0,Europe
2020-02-16,Sao Tome and Principe,0.0,0.0,215048.0,Africa
2020-02-16,Saudi Arabia,0.0,0.0,34268529.0,Asia
2020-02-16,Senegal,0.0,0.0,16296362.0,Africa
2020-02-16,Serbia,0.0,0.0,6963764.0,Europe
2020-02-16,Seychelles,0.0,0.0,97741.0,Africa
2020-02-16,Sierra Leone,0.0,0.0,7813207.0,Africa
2020-02-16,Singapore,5.0,0.0,5804343.0,Asia
2020-02-16,Sint Maarten,0.0,0.0,42389.0,America
2020-02-16,Slovakia,0.0,0.0,5450421.0,Europe
2020-02-16,Slovenia,0.0,0.0,2080908.0,Europe
2020-02-16,Solomon Islands,0.0,0.0,669821.0,Oceania
2020-02-16,Somalia,0.0,0.0,15442906.0,Africa
2020-02-16,South Africa,0.0,0.0,58558267.0,Africa
2020-02-16,South Korea,1.0,0.0,51225321.0,Asia
2020-02-16,South Sudan,0.0,0.0,11062114.0,Africa
2020-02-16,Spain,0.0,0.0,46937060.0,Europe
2020-02-16,Sri Lanka,0.0,0.0,21323734.0,Asia
2020-02-16,Sudan,0.0,0.0,42813237.0,Africa
2020-02-16,Suriname,0.0,0.0,581363.0,America
2020-02-16,Sweden,0.0,0.0,10230185.0,Europe
2020-02-16,Switzerland,0.0,0.0,8544527.0,Europe
2020-02-16,Syria,0.0,0.0,17070132.0,Asia
2020-02-16,Taiwan,0.0,0.0,23773881.0,Asia
2020-02-16,Tajikistan,0.0,0.0,9321023.0,Asia
2020-02-16,Thailand,0.0,0.0,69625581.0,Asia
2020-02-16,Timor Leste,0.0,0.0,1293120.0,Asia
2020-02-16,Togo,0.0,0.0,8082359.0,Africa
2020-02-16,Trinidad and Tobago,0.0,0.0,1394969.0,America
2020-02-16,Tunisia,0.0,0.0,11694721.0,Africa
2020-02-16,Turkey,0.0,0.0,82003882.0,Europe
2020-02-16,Turks and Caicos islands,0.0,0.0,38194.0,America
2020-02-16,Uganda,0.0,0.0,44269587.0,Africa
2020-02-16,Ukraine,0.0,0.0,43993643.0,Europe
2020-02-16,United Arab Emirates,0.0,0.0,9770526.0,Asia
2020-02-16,United Kingdom,0.0,0.0,66647112.0,Europe
2020-02-16,United Republic of Tanzania,0.0,0.0,58005461.0,Africa
2020-02-16,United States,0.0,0.0,329064917.0,America
2020-02-16,United States Virgin Islands,0.0,0.0,104579.0,America
2020-02-16,Uruguay,0.0,0.0,3461731.0,America
2020-02-16,Uzbekistan,0.0,0.0,32981715.0,Asia
2020-02-16,Vanuatu,0.0,0.0,299882.0,Oceania
2020-02-16,Venezuela,0.0,0.0,28515829.0,America
2020-02-16,Vietnam,0.0,0.0,96462108.0,Asia
2020-02-16,Western Sahara,0.0,0.0,582458.0,Africa
2020-02-16,Yemen,0.0,0.0,29161922.0,Asia
2020-02-16,Zambia,0.0,0.0,17861034.0,Africa
2020-02-16,Zimbabwe,0.0,0.0,14645473.0,Africa
2020-02-17,Afghanistan,0.0,0.0,38041757.0,Asia
2020-02-17,Albania,0.0,0.0,2862427.0,Europe
2020-02-17,Algeria,0.0,0.0,43053054.0,Africa
2020-02-17,Andorra,0.0,0.0,76177.0,Europe
2020-02-17,Angola,0.0,0.0,31825299.0,Africa
2020-02-17,Anguilla,0.0,0.0,14872.0,America
2020-02-17,Antigua and Barbuda,0.0,0.0,97115.0,America
2020-02-17,Argentina,0.0,0.0,44780675.0,America
2020-02-17,Armenia,0.0,0.0,2957728.0,Europe
2020-02-17,Aruba,0.0,0.0,106310.0,America
2020-02-17,Australia,0.0,0.0,25203200.0,Oceania
2020-02-17,Austria,0.0,0.0,8858775.0,Europe
2020-02-17,Azerbaijan,0.0,0.0,10047719.0,Europe
2020-02-17,Bahamas,0.0,0.0,389486.0,America
2020-02-17,Bahrain,0.0,0.0,1641164.0,Asia
2020-02-17,Bangladesh,0.0,0.0,163046173.0,Asia
2020-02-17,Barbados,0.0,0.0,287021.0,America
2020-02-17,Belarus,0.0,0.0,9452409.0,Europe
2020-02-17,Belgium,0.0,0.0,11455519.0,Europe
2020-02-17,Belize,0.0,0.0,390351.0,America
2020-02-17,Benin,0.0,0.0,11801151.0,Africa
2020-02-17,Bermuda,0.0,0.0,62508.0,America
2020-02-17,Bhutan,0.0,0.0,763094.0,Asia
2020-02-17,Bolivia,0.0,0.0,11513102.0,America
2020-02-17,"Bonaire, Saint Eustatius and Saba",0.0,0.0,25983.0,America
2020-02-17,Bosnia and Herzegovina,0.0,0.0,3300998.0,Europe
2020-02-17,Botswana,0.0,0.0,2303703.0,Africa
2020-02-17,Brazil,0.0,0.0,211049519.0,America
2020-02-17,British Virgin Islands,0.0,0.0,30033.0,America
2020-02-17,Brunei Darussalam,0.0,0.0,433296.0,Asia
2020-02-17,Bulgaria,0.0,0.0,7000039.0,Europe
2020-02-17,Burkina Faso,0.0,0.0,20321383.0,Africa
2020-02-17,Burundi,0.0,0.0,11530577.0,Africa
2020-02-17,Cambodia,0.0,0.0,16486542.0,Asia
